name,type,status,application_service,env,security,netcolor,dcloc,loc,os,ips,itsgroup,its_1,maint_vndr,maintexp,maint_sla,verified,impusers
GA-LICENS-525B,Server,Active,License Server,DR,Public,Green,TUP-DC1,Remote/Colo,VMware ESXi 7.0 U3,10.48.201.33,ITS-AppSupport,A. Garcia,HPE Pointnext,2029-01-21 00:00:00,24x7x2,2026-05-23 00:00:00,67
GA-ERP-191P,VM,Maintenance,ERP,Prod,Unclassified,Black,PWY-DC1,"Huntsville, AL",Windows Server 2025,10.72.5.229,ITS-Infrastructure,N. Clark,SHI,2030-04-01 00:00:00,24x7x4,2026-06-22 00:00:00,124
CNEBGBZ81,Server,Active,Web Hosting,Stage,Confidential,Yellow,AWS-GovCloud,"Huntsville, AL",VMware ESXi 7.0 U3,10.88.167.162,ITS-Security,E. Robinson,Dell ProSupport,2026-05-12 00:00:00,24x7x2,2026-03-23 00:00:00,136
GA-CICD-477A,VM,Retired,CI/CD,DR,Public,Red,SD-DC2,"Palmdale, CA",Ubuntu 22.04 LTS,10.48.182.246,ITS-AppSupport,B. Thomas,Dell ProSupport,2028-06-03 00:00:00,8x5,2026-04-22 00:00:00,239
ESSNSL64,Application,Active,HR Portal,QA,Confidential,Blue,TUP-DC1,"San Diego, CA",RHEL 9.5,10.40.78.43,ITS-Network,C. Davis,CDW,2029-05-08 00:00:00,NBD,2026-03-26 00:00:00,279
LONMKYX77,Storage Array,Active,VDI,DR,Confidential,Black,TUP-DC1,"Poway, CA",Ubuntu 24.04 LTS,10.48.208.86,ITS-AppSupport,P. Anderson,Dell ProSupport,2027-12-03 00:00:00,NBD,2026-02-13 00:00:00,376
GA-HRPORT-962D,Application,Active,HR Portal,DR,ITAR,Black,SD-DC1,"Tupelo, MS",Ubuntu 22.04 LTS,10.56.14.189,ITS-AppSupport,S. Johnson,NetApp SupportEdge,2026-10-04 00:00:00,Best Effort,2026-06-01 00:00:00,285
GA-TELEME-151,Application,Active,Telemetry Ingest,DR,Confidential,Blue,HSV-DC1,"Huntsville, AL",VMware ESXi 8.0 U3,10.56.220.90,ITS-EndUser,A. Garcia,SHI,2028-07-27 00:00:00,24x7x2,2026-07-18 00:00:00,217
GA-LICENS-363P,Network Device,Active,License Server,QA,Confidential,Yellow,TUP-DC1,"San Diego, CA",Windows Server 2019,"10.64.234.75, 10.64.137.233",ITS-Storage,J. Martinez,HPE Pointnext,2029-09-29 00:00:00,Best Effort,2026-04-05 00:00:00,97
GA-CICD-807A,VM,Active,CI/CD,Prod,Unclassified,Red,HSV-DC1,"Huntsville, AL",Cisco IOS 17.9,10.32.47.176,ITS-AppSupport,K. Chen,Insight,2029-09-25 00:00:00,8x5,2026-06-29 00:00:00,16
GA-ERP-934P,Network Device,Maintenance,ERP,Stage,Confidential,Black,AWS-GovCloud,"Poway, CA",RHEL 8.10,"10.88.12.215, 10.88.192.96",ITS-Virtualization,N. Clark,Insight,2029-07-19 00:00:00,24x7x4,2026-08-04 00:00:00,360
GA-DOMAIN-060,Appliance,Active,Domain Services,QA,Restricted,Yellow,SD-DC2,"Poway, CA",RHEL 8.10,10.40.58.161,ITS-AppSupport,C. Davis,NetApp SupportEdge,2027-07-22 00:00:00,8x5,2026-04-09 00:00:00,369
HMLE86,VM,Retired,Web Hosting,Prod,ITAR,Red,PWY-DC1,"Huntsville, AL",Ubuntu 22.04 LTS,10.64.67.27,ITS-Virtualization,H. Lewis,SHI,2026-10-02 00:00:00,NBD,2026-03-23 00:00:00,3
GA-DOMAIN-382B,VM,Active,Domain Services,Test,Public,Yellow,HSV-DC1,"Poway, CA",VMware ESXi 7.0 U3,10.16.20.43,ITS-Security,B. Thomas,NetApp SupportEdge,2028-08-07 00:00:00,NBD,2026-04-03 00:00:00,184
NGYBWRPW40,Network Device,Decommissioned,License Server,Prod,ITAR,Black,PMD-DC1,"San Diego, CA",Windows Server 2025,"10.48.139.181, 10.48.115.156",ITS-Security,K. Chen,Cisco SmartNet,2029-09-20 00:00:00,NBD,2026-07-04 00:00:00,261
GA-MONITO-958A,VM,Active,Monitoring,Dev,ITAR,Black,HSV-DC1,Remote/Colo,Cisco IOS 17.9,10.64.60.167,ITS-Virtualization,T. Nguyen,Dell ProSupport,2029-12-19 00:00:00,24x7x4,2026-05-04 00:00:00,94
GA-LICENS-494D,VM,Active,License Server,Prod,Public,Red,PMD-DC1,"Palmdale, CA",Windows Server 2016,10.56.156.144,ITS-Security,L. Brown,SHI,2029-07-19 00:00:00,24x7x2,2026-04-14 00:00:00,244
GA-BACKUP-505B,VM,Active,Backup,Prod,Public,Red,PWY-DC1,"San Diego, CA",Cisco IOS 17.9,10.48.110.69,ITS-Virtualization,T. Nguyen,Dell ProSupport,2026-04-10 00:00:00,8x5,2026-05-14 00:00:00,311
APCJYJ74,Application,Provisioning,CI/CD,DR,Public,Black,SD-DC2,"Palmdale, CA",RHEL 9.5,10.48.155.199,ITS-Infrastructure,M. Williams,NetApp SupportEdge,2029-12-07 00:00:00,Best Effort,2026-03-24 00:00:00,5
GA-SHAREP-680B,Server,Retired,SharePoint,Stage,Unclassified,Yellow,SD-DC1,"Poway, CA",VMware ESXi 7.0 U3,10.88.247.29,ITS-Security,H. Lewis,NetApp SupportEdge,2029-12-07 00:00:00,Best Effort,2026-05-17 00:00:00,51
GA-SHAREP-053B,VM,Active,SharePoint,Dev,ITAR,Yellow,PMD-DC1,"Palmdale, CA",RHEL 9.4,10.96.47.55,ITS-Virtualization,B. Thomas,HPE Pointnext,2025-10-13 00:00:00,24x7x2,2026-06-09 00:00:00,7
GA-EMAILG-169P,VM,Maintenance,Email Gateway,Prod,Restricted,Blue,HSV-DC1,"Huntsville, AL",Windows Server 2019,10.40.228.217,ITS-Network,J. Martinez,NetApp SupportEdge,2028-05-26 00:00:00,8x5,2026-03-06 00:00:00,37
RCRD54,Server,Provisioning,VDI,Dev,CUI,Green,SD-DC2,Remote/Colo,Cisco IOS 17.9,10.24.162.144,ITS-EndUser,J. Martinez,Cisco SmartNet,2026-01-02 00:00:00,8x5,2026-04-19 00:00:00,312
GA-SERVIC-467,Appliance,Decommissioned,ServiceNow MID,DR,Restricted,Green,HSV-DC1,"Poway, CA",RHEL 9.4,"10.24.128.138, 10.24.66.100",ITS-Security,R. Patel,HPE Pointnext,2026-05-27 00:00:00,24x7x2,2026-03-01 00:00:00,315
GA-BADGEA-689A,Network Device,Retired,Badge/Access Control,Prod,ITAR,Yellow,TUP-DC1,Remote/Colo,RHEL 9.4,10.88.46.42,ITS-Virtualization,D. Kim,CDW,2027-05-23 00:00:00,NBD,2026-06-24 00:00:00,357
HRYLCB97,VM,Active,ERP,DR,ITAR,Yellow,HSV-DC1,"San Diego, CA",RHEL 9.5,"10.40.239.229, 10.40.232.74",ITS-Storage,J. Martinez,NetApp SupportEdge,2029-04-24 00:00:00,NBD,2026-02-09 00:00:00,342
DRZZ61,VM,Active,File Services,Stage,Unclassified,Black,PMD-DC1,"Palmdale, CA",RHEL 9.5,10.40.191.108,ITS-Security,T. Nguyen,Insight,2027-12-22 00:00:00,8x5,2026-02-10 00:00:00,121
GA-DOMAIN-280P,VM,Maintenance,Domain Services,Dev,Unclassified,Green,AWS-GovCloud,Remote/Colo,RHEL 9.5,10.80.129.181,ITS-Storage,N. Clark,HPE Pointnext,2029-08-28 00:00:00,24x7x2,2026-02-20 00:00:00,351
GA-EMAILG-746,Server,Provisioning,Email Gateway,Stage,Unclassified,Blue,HSV-DC1,"Huntsville, AL",Ubuntu 22.04 LTS,10.88.84.210,ITS-Security,E. Robinson,Cisco SmartNet,2026-05-18 00:00:00,8x5,2026-04-21 00:00:00,48
GA-PRINTS-918D,Network Device,Active,Print Services,DR,Restricted,Green,SD-DC2,"San Diego, CA",Ubuntu 24.04 LTS,10.56.182.245,ITS-Security,D. Kim,NetApp SupportEdge,2030-05-12 00:00:00,24x7x4,2026-05-30 00:00:00,21
GA-VDI-184D,VM,Active,VDI,Prod,ITAR,Yellow,SD-DC1,"Poway, CA",RHEL 9.5,"10.96.230.199, 10.96.133.211",ITS-AppSupport,S. Johnson,Cisco SmartNet,2030-04-02 00:00:00,24x7x4,2026-02-24 00:00:00,212
GA-FILESE-976A,Application,Active,File Services,Prod,Confidential,Blue,HSV-DC1,"Poway, CA",Cisco IOS 17.9,"10.80.101.128, 10.80.156.142",ITS-Virtualization,N. Clark,SHI,2029-04-02 00:00:00,24x7x4,2026-04-25 00:00:00,168
GA-BADGEA-178D,Network Device,Active,Badge/Access Control,Prod,Confidential,Black,PMD-DC1,"Palmdale, CA",RHEL 9.4,"10.32.78.88, 10.32.133.69",ITS-EndUser,E. Robinson,CDW,2030-04-27 00:00:00,24x7x4,2026-03-28 00:00:00,185
EEYHMW31,Server,Active,File Services,Prod,ITAR,Green,AWS-GovCloud,"Palmdale, CA",Windows Server 2019,10.88.59.51,ITS-EndUser,K. Chen,HPE Pointnext,2028-10-25 00:00:00,24x7x4,2026-04-30 00:00:00,308
GA-SHAREP-804P,Server,Active,SharePoint,Dev,Public,Blue,SD-DC2,"San Diego, CA",Cisco IOS 17.9,10.48.220.135,ITS-AppSupport,B. Thomas,NetApp SupportEdge,2026-02-04 00:00:00,8x5,2026-04-08 00:00:00,125
GA-BACKUP-037,VM,Active,Backup,Stage,Restricted,Green,AWS-GovCloud,Remote/Colo,RHEL 8.10,"10.88.189.80, 10.88.152.173",ITS-EndUser,N. Clark,NetApp SupportEdge,2026-04-10 00:00:00,Best Effort,2026-06-27 00:00:00,49
GA-EMAILG-066P,Server,Decommissioned,Email Gateway,Prod,ITAR,Red,PMD-DC1,"Palmdale, CA",RHEL 9.5,"10.56.165.147, 10.56.89.222",ITS-Storage,T. Nguyen,Dell ProSupport,2026-11-30 00:00:00,8x5,2026-02-16 00:00:00,286
GA-CICD-357D,VM,Active,CI/CD,Dev,ITAR,Black,TUP-DC1,"Palmdale, CA",Ubuntu 22.04 LTS,10.64.168.108,ITS-Security,E. Robinson,CDW,2027-10-23 00:00:00,24x7x4,2026-02-12 00:00:00,181
GA-TELEME-652D,Storage Array,Active,Telemetry Ingest,Prod,Confidential,Blue,HSV-DC1,"San Diego, CA",Cisco IOS 17.9,10.96.117.82,ITS-EndUser,J. Martinez,SHI,2029-02-03 00:00:00,NBD,2026-03-15 00:00:00,236
GA-LICENS-618P,Server,Active,License Server,Dev,Unclassified,Blue,AWS-GovCloud,Remote/Colo,RHEL 9.4,10.72.80.53,ITS-Storage,R. Patel,CDW,2028-03-27 00:00:00,NBD,2026-02-17 00:00:00,268
GA-HRPORT-819A,VM,Active,HR Portal,Stage,Restricted,Green,TUP-DC1,"Huntsville, AL",Ubuntu 24.04 LTS,10.88.218.122,ITS-Virtualization,D. Kim,NetApp SupportEdge,2027-06-20 00:00:00,8x5,2026-02-22 00:00:00,340
GA-HRPORT-207B,Server,Retired,HR Portal,Prod,Unclassified,Red,HSV-DC1,"Poway, CA",Cisco IOS 17.9,"10.16.250.18, 10.16.221.36",ITS-Network,S. Johnson,Insight,2027-06-13 00:00:00,24x7x2,2026-06-01 00:00:00,124
GA-PAYROL-876A,Server,Retired,Payroll,Stage,Unclassified,Blue,PWY-DC1,"San Diego, CA",RHEL 9.4,10.64.230.121,ITS-EndUser,M. Williams,NetApp SupportEdge,2026-01-03 00:00:00,8x5,2026-07-10 00:00:00,223
GA-SHAREP-616P,Server,Active,SharePoint,Dev,Unclassified,Red,SD-DC1,"Huntsville, AL",Windows Server 2019,"10.40.66.231, 10.40.45.153",ITS-Network,J. Martinez,SHI,2025-12-08 00:00:00,8x5,2026-03-30 00:00:00,240
RNAWVTF99,VM,Active,Email Gateway,Prod,Unclassified,Yellow,PMD-DC1,"Palmdale, CA",VMware ESXi 7.0 U3,10.56.148.202,ITS-Storage,B. Thomas,Insight,2028-01-12 00:00:00,Best Effort,2026-02-10 00:00:00,247
GA-SERVIC-612,Appliance,Active,ServiceNow MID,Prod,Confidential,Red,SD-DC2,"Palmdale, CA",Appliance OS 5.1,10.32.192.22,ITS-Virtualization,B. Thomas,NetApp SupportEdge,2028-05-11 00:00:00,24x7x2,2026-08-05 00:00:00,77
GA-BADGEA-912D,Appliance,Active,Badge/Access Control,Test,CUI,Green,SD-DC2,"Huntsville, AL",RHEL 8.10,10.64.7.149,ITS-Network,P. Anderson,SHI,2029-02-20 00:00:00,24x7x2,2026-05-28 00:00:00,288
GA-PAYROL-336A,VM,Provisioning,Payroll,Dev,CUI,Yellow,TUP-DC1,Remote/Colo,Ubuntu 24.04 LTS,10.72.157.91,ITS-Virtualization,N. Clark,Insight,2026-12-28 00:00:00,NBD,2026-03-26 00:00:00,46
GA-DATABA-708D,Network Device,Active,Database Services,Dev,Restricted,Blue,SD-DC2,"Palmdale, CA",RHEL 9.5,10.40.72.144,ITS-Infrastructure,E. Robinson,SHI,2026-01-28 00:00:00,24x7x4,2026-02-13 00:00:00,153
GA-TELEME-008P,Appliance,Active,Telemetry Ingest,Prod,CUI,Green,HSV-DC1,"Tupelo, MS",RHEL 9.5,"10.16.95.122, 10.16.36.9",ITS-AppSupport,S. Johnson,SHI,2027-07-30 00:00:00,8x5,2026-04-04 00:00:00,5
GA-FILESE-589,Storage Array,Active,File Services,Test,Public,Red,TUP-DC1,"Poway, CA",Cisco IOS 17.9,10.56.94.201,ITS-Virtualization,C. Davis,SHI,2026-02-27 00:00:00,NBD,2026-03-22 00:00:00,211
GA-WEBHOS-489,VM,Maintenance,Web Hosting,Dev,Public,Black,TUP-DC1,"Huntsville, AL",VMware ESXi 7.0 U3,10.80.164.191,ITS-Infrastructure,J. Martinez,Insight,2028-05-12 00:00:00,Best Effort,2026-04-26 00:00:00,242
GA-DATABA-648A,VM,Maintenance,Database Services,Stage,ITAR,Red,HSV-DC1,Remote/Colo,Windows Server 2016,10.32.135.196,ITS-Infrastructure,C. Davis,Dell ProSupport,2027-05-02 00:00:00,Best Effort,2026-08-03 00:00:00,351
GA-CADPLM-990P,Application,Active,CAD/PLM,Prod,Public,Yellow,AWS-GovCloud,"Tupelo, MS",Appliance OS 5.1,10.96.129.181,ITS-Virtualization,T. Nguyen,NetApp SupportEdge,2025-11-01 00:00:00,8x5,2026-03-31 00:00:00,333
YGJPVK77,Server,Provisioning,ServiceNow MID,Test,Unclassified,Yellow,SD-DC2,"Poway, CA",Windows Server 2022,10.72.108.100,ITS-AppSupport,K. Chen,NetApp SupportEdge,2027-10-10 00:00:00,8x5,2026-07-26 00:00:00,320
GA-TELEME-023B,VM,Maintenance,Telemetry Ingest,Prod,Public,Blue,SD-DC1,"Poway, CA",Windows Server 2016,10.72.206.231,ITS-Storage,C. Davis,SHI,2027-10-30 00:00:00,Best Effort,2026-07-26 00:00:00,134
QZAPFQC25,Network Device,Active,Badge/Access Control,Dev,Restricted,Blue,HSV-DC1,"San Diego, CA",Appliance OS 5.1,10.88.49.89,ITS-Storage,A. Garcia,NetApp SupportEdge,2027-12-12 00:00:00,8x5,2026-03-23 00:00:00,131
GA-DOMAIN-957B,Application,Active,Domain Services,QA,ITAR,Black,AWS-GovCloud,"Poway, CA",Windows Server 2019,"10.16.177.251, 10.16.245.44",ITS-AppSupport,E. Robinson,Dell ProSupport,2030-05-21 00:00:00,8x5,2026-04-09 00:00:00,383
XFHMOUDI83,VM,Retired,Telemetry Ingest,Prod,CUI,Green,HSV-DC1,"San Diego, CA",Windows Server 2016,10.32.94.144,ITS-AppSupport,M. Williams,Dell ProSupport,2028-05-19 00:00:00,Best Effort,2026-04-19 00:00:00,228
GA-EMAILG-679,Network Device,Active,Email Gateway,Prod,CUI,Red,HSV-DC1,"Palmdale, CA",Ubuntu 24.04 LTS,10.96.127.50,ITS-Infrastructure,R. Patel,Cisco SmartNet,2028-03-14 00:00:00,Best Effort,2026-05-29 00:00:00,282
GA-ERP-398,VM,Active,ERP,Test,Confidential,Blue,HSV-DC1,"Tupelo, MS",Windows Server 2022,10.72.131.17,ITS-Virtualization,H. Lewis,SHI,2026-05-17 00:00:00,NBD,2026-06-20 00:00:00,302
HFKRYED96,Server,Active,ServiceNow MID,Stage,Restricted,Blue,PWY-DC1,"Poway, CA",Appliance OS 5.1,"10.24.24.124, 10.24.14.170",ITS-Virtualization,L. Brown,NetApp SupportEdge,2028-05-21 00:00:00,24x7x4,2026-07-18 00:00:00,239
GA-HRPORT-862,VM,Active,HR Portal,Prod,CUI,Blue,PWY-DC1,"Huntsville, AL",Appliance OS 5.1,10.88.239.101,ITS-Infrastructure,J. Martinez,NetApp SupportEdge,2029-11-07 00:00:00,24x7x2,2026-03-31 00:00:00,288
GA-BACKUP-899P,VM,Maintenance,Backup,QA,Restricted,Blue,SD-DC1,Remote/Colo,VMware ESXi 8.0 U3,10.88.54.52,ITS-Network,N. Clark,Dell ProSupport,2026-12-12 00:00:00,24x7x4,2026-04-24 00:00:00,260
GA-DOMAIN-970,VM,Provisioning,Domain Services,DR,Public,Black,SD-DC2,"Huntsville, AL",VMware ESXi 7.0 U3,10.64.160.217,ITS-Virtualization,E. Robinson,Cisco SmartNet,2028-09-11 00:00:00,8x5,2026-04-17 00:00:00,42
GA-SHAREP-772P,Server,Active,SharePoint,QA,CUI,Yellow,SD-DC1,"Palmdale, CA",RHEL 9.5,10.8.80.108,ITS-Infrastructure,E. Robinson,Insight,2029-01-14 00:00:00,8x5,2026-07-14 00:00:00,70
GA-VDI-716,VM,Decommissioned,VDI,QA,CUI,Blue,PMD-DC1,"Tupelo, MS",Cisco IOS 17.9,10.96.70.38,ITS-Storage,R. Patel,HPE Pointnext,2027-05-20 00:00:00,24x7x4,2026-06-14 00:00:00,216
GA-ERP-155P,Server,Active,ERP,Test,Unclassified,Green,SD-DC1,"San Diego, CA",VMware ESXi 8.0 U3,10.32.123.81,ITS-Security,H. Lewis,Insight,2028-01-12 00:00:00,NBD,2026-02-18 00:00:00,399
GA-FILESE-408P,Network Device,Provisioning,File Services,Dev,Public,Blue,PWY-DC1,"Palmdale, CA",Appliance OS 5.1,10.56.83.223,ITS-EndUser,A. Garcia,CDW,2028-06-12 00:00:00,Best Effort,2026-03-02 00:00:00,398
GA-MONITO-987P,Server,Active,Monitoring,Dev,ITAR,Blue,AWS-GovCloud,Remote/Colo,Windows Server 2022,10.24.169.110,ITS-Network,C. Davis,HPE Pointnext,2026-04-05 00:00:00,24x7x4,2026-02-18 00:00:00,270
YXJKGS79,Storage Array,Active,Print Services,Prod,CUI,Blue,SD-DC2,"Poway, CA",RHEL 8.10,10.48.5.156,ITS-Storage,J. Martinez,HPE Pointnext,2026-05-18 00:00:00,8x5,2026-07-25 00:00:00,17
GA-FILESE-096A,Server,Provisioning,File Services,Stage,ITAR,Green,PMD-DC1,"Huntsville, AL",Windows Server 2019,10.88.125.237,ITS-Storage,P. Anderson,HPE Pointnext,2026-11-29 00:00:00,8x5,2026-05-12 00:00:00,18
WWGMIDY50,Server,Active,Telemetry Ingest,Prod,Restricted,Red,SD-DC2,"Huntsville, AL",Windows Server 2025,10.40.91.34,ITS-EndUser,H. Lewis,NetApp SupportEdge,2027-01-02 00:00:00,24x7x4,2026-07-03 00:00:00,153
GA-LICENS-842,Server,Active,License Server,Prod,Unclassified,Blue,SD-DC1,"Palmdale, CA",Windows Server 2016,10.8.200.231,ITS-Storage,C. Davis,SHI,2028-06-10 00:00:00,NBD,2026-02-20 00:00:00,86
GA-DNSDHC-841P,Server,Active,DNS/DHCP,Prod,CUI,Red,HSV-DC1,"Poway, CA",VMware ESXi 8.0 U3,10.8.12.236,ITS-Storage,K. Chen,Dell ProSupport,2028-10-04 00:00:00,NBD,2026-07-19 00:00:00,72
GA-BACKUP-741P,Appliance,Decommissioned,Backup,DR,Public,Red,AWS-GovCloud,"Palmdale, CA",RHEL 9.5,10.40.77.154,ITS-EndUser,E. Robinson,Dell ProSupport,2026-07-16 00:00:00,24x7x4,2026-07-17 00:00:00,288
GA-FILESE-896,Network Device,Active,File Services,Prod,CUI,Blue,SD-DC2,"Poway, CA",RHEL 8.10,10.32.44.154,ITS-Security,K. Chen,Dell ProSupport,2027-03-27 00:00:00,24x7x4,2026-05-25 00:00:00,79
GA-LICENS-738D,Application,Maintenance,License Server,Prod,Restricted,Blue,SD-DC2,"Tupelo, MS",Ubuntu 24.04 LTS,10.96.236.2,ITS-Infrastructure,P. Anderson,Insight,2027-06-30 00:00:00,24x7x2,2026-07-12 00:00:00,184
GA-FILESE-212A,Network Device,Active,File Services,Prod,Unclassified,Black,SD-DC1,"Poway, CA",RHEL 9.5,10.24.249.112,ITS-Security,R. Patel,Cisco SmartNet,2027-06-29 00:00:00,24x7x2,2026-03-13 00:00:00,347
GA-ERP-216,Storage Array,Retired,ERP,DR,CUI,Red,TUP-DC1,"Palmdale, CA",Windows Server 2019,10.48.185.218,ITS-Security,A. Garcia,HPE Pointnext,2027-06-19 00:00:00,NBD,2026-03-10 00:00:00,46
GA-SHAREP-156A,Server,Retired,SharePoint,Prod,Unclassified,Yellow,PMD-DC1,"San Diego, CA",Cisco IOS 17.9,10.72.122.97,ITS-Network,L. Brown,Dell ProSupport,2025-11-17 00:00:00,8x5,2026-05-16 00:00:00,28
GPPSMN83,Server,Active,Domain Services,Stage,Confidential,Blue,HSV-DC1,"Palmdale, CA",VMware ESXi 7.0 U3,10.72.143.156,ITS-AppSupport,N. Clark,NetApp SupportEdge,2027-05-09 00:00:00,24x7x4,2026-04-17 00:00:00,196
GA-WEBHOS-741P,Appliance,Active,Web Hosting,QA,ITAR,Green,PWY-DC1,"Palmdale, CA",RHEL 9.4,10.32.205.249,ITS-Infrastructure,H. Lewis,SHI,2028-09-17 00:00:00,8x5,2026-07-04 00:00:00,202
GA-ERP-210P,Server,Active,ERP,Dev,CUI,Black,TUP-DC1,"Poway, CA",Windows Server 2025,10.40.195.99,ITS-Security,P. Anderson,Insight,2029-11-06 00:00:00,24x7x2,2026-07-30 00:00:00,196
GA-MONITO-162D,VM,Active,Monitoring,Stage,Restricted,Black,HSV-DC1,"Palmdale, CA",Windows Server 2019,10.88.156.130,ITS-Virtualization,L. Brown,SHI,2027-03-01 00:00:00,NBD,2026-02-26 00:00:00,248
GA-BADGEA-783A,Server,Active,Badge/Access Control,QA,ITAR,Yellow,AWS-GovCloud,Remote/Colo,Windows Server 2016,10.64.143.91,ITS-Network,B. Thomas,SHI,2028-07-16 00:00:00,8x5,2026-03-11 00:00:00,124
GA-PRINTS-566B,Server,Retired,Print Services,Stage,ITAR,Black,SD-DC1,"Tupelo, MS",Cisco IOS 17.9,10.40.239.193,ITS-AppSupport,S. Johnson,Insight,2028-09-02 00:00:00,24x7x2,2026-06-12 00:00:00,200
GA-BADGEA-136,Appliance,Active,Badge/Access Control,Prod,ITAR,Yellow,SD-DC1,"Palmdale, CA",VMware ESXi 7.0 U3,10.48.119.102,ITS-Storage,R. Patel,Cisco SmartNet,2030-04-15 00:00:00,NBD,2026-06-13 00:00:00,243
DVAPXWDB93,Application,Active,Email Gateway,DR,ITAR,Black,PMD-DC1,Remote/Colo,Ubuntu 24.04 LTS,"10.24.61.29, 10.24.191.246",ITS-Network,J. Martinez,Dell ProSupport,2026-03-29 00:00:00,8x5,2026-06-01 00:00:00,76
GA-ERP-285B,Application,Active,ERP,DR,Restricted,Blue,PMD-DC1,Remote/Colo,Windows Server 2025,10.24.61.43,ITS-Storage,D. Kim,Cisco SmartNet,2029-07-30 00:00:00,24x7x4,2026-04-16 00:00:00,305
GA-PAYROL-447B,VM,Maintenance,Payroll,Stage,Confidential,Red,PMD-DC1,"San Diego, CA",Windows Server 2019,10.88.230.192,ITS-Network,H. Lewis,CDW,2027-06-27 00:00:00,NBD,2026-08-01 00:00:00,92
PKBL67,Server,Active,DNS/DHCP,Dev,Restricted,Red,AWS-GovCloud,"Huntsville, AL",RHEL 8.10,10.88.62.174,ITS-Infrastructure,L. Brown,CDW,2026-09-27 00:00:00,24x7x2,2026-06-24 00:00:00,204
GA-CADPLM-849B,Storage Array,Active,CAD/PLM,DR,Confidential,Blue,AWS-GovCloud,Remote/Colo,Windows Server 2025,10.48.74.239,ITS-Virtualization,D. Kim,HPE Pointnext,2029-10-04 00:00:00,Best Effort,2026-06-18 00:00:00,81
GA-BADGEA-940A,VM,Decommissioned,Badge/Access Control,Prod,Restricted,Green,PWY-DC1,"Palmdale, CA",Windows Server 2016,10.80.105.83,ITS-Infrastructure,B. Thomas,Cisco SmartNet,2029-02-04 00:00:00,24x7x4,2026-02-16 00:00:00,400
GA-DATABA-345,Server,Provisioning,Database Services,Prod,Confidential,Yellow,PMD-DC1,"Poway, CA",Windows Server 2016,10.88.95.17,ITS-Virtualization,M. Williams,SHI,2026-05-05 00:00:00,24x7x4,2026-03-08 00:00:00,142
GA-EMAILG-606,VM,Active,Email Gateway,Test,CUI,Yellow,PMD-DC1,"Huntsville, AL",Appliance OS 5.1,"10.16.141.58, 10.16.212.124",ITS-Storage,E. Robinson,Dell ProSupport,2028-12-09 00:00:00,Best Effort,2026-06-05 00:00:00,270
AELF18,VM,Active,VDI,Dev,ITAR,Yellow,PWY-DC1,Remote/Colo,Windows Server 2022,10.56.44.205,ITS-Security,A. Garcia,Insight,2027-03-15 00:00:00,24x7x4,2026-04-04 00:00:00,334
GA-LICENS-336A,VM,Decommissioned,License Server,DR,Confidential,Blue,PWY-DC1,"Huntsville, AL",RHEL 8.10,10.48.197.216,ITS-EndUser,A. Garcia,Cisco SmartNet,2030-02-18 00:00:00,NBD,2026-04-23 00:00:00,388
GA-CADPLM-969P,Application,Active,CAD/PLM,Prod,Public,Yellow,PWY-DC1,Remote/Colo,Windows Server 2016,10.8.233.13,ITS-Infrastructure,L. Brown,SHI,2029-02-03 00:00:00,Best Effort,2026-03-14 00:00:00,83
GA-MONITO-530,Appliance,Active,Monitoring,Test,Restricted,Blue,SD-DC2,Remote/Colo,Appliance OS 5.1,"10.88.132.165, 10.88.168.167",ITS-AppSupport,S. Johnson,SHI,2029-06-05 00:00:00,24x7x4,2026-05-19 00:00:00,322
GA-CADPLM-177P,Application,Active,CAD/PLM,Stage,ITAR,Blue,SD-DC1,"San Diego, CA",Ubuntu 22.04 LTS,"10.24.13.74, 10.24.1.203",ITS-EndUser,T. Nguyen,CDW,2027-04-02 00:00:00,24x7x2,2026-05-22 00:00:00,35
GA-BACKUP-721P,VM,Provisioning,Backup,Prod,Unclassified,Black,HSV-DC1,"Palmdale, CA",VMware ESXi 8.0 U3,10.32.62.106,ITS-Network,L. Brown,CDW,2028-06-02 00:00:00,24x7x4,2026-07-08 00:00:00,100
ECBTP86,Network Device,Provisioning,License Server,Test,Confidential,Green,SD-DC2,"Poway, CA",Appliance OS 5.1,10.80.41.248,ITS-Virtualization,B. Thomas,SHI,2027-08-19 00:00:00,8x5,2026-07-28 00:00:00,12
GA-DNSDHC-748A,Server,Provisioning,DNS/DHCP,Prod,ITAR,Yellow,TUP-DC1,"Palmdale, CA",Appliance OS 5.1,10.56.151.120,ITS-Virtualization,R. Patel,Insight,2027-01-24 00:00:00,24x7x4,2026-04-01 00:00:00,329
GA-CADPLM-392B,VM,Active,CAD/PLM,Test,CUI,Blue,SD-DC2,"Tupelo, MS",Windows Server 2022,10.8.107.145,ITS-AppSupport,R. Patel,Cisco SmartNet,2028-08-21 00:00:00,Best Effort,2026-07-21 00:00:00,289
GA-MONITO-909B,VM,Active,Monitoring,Prod,Public,Red,HSV-DC1,"Tupelo, MS",Windows Server 2016,10.8.176.185,ITS-Network,K. Chen,HPE Pointnext,2027-12-08 00:00:00,24x7x4,2026-07-25 00:00:00,117
